GeneratedAnonCID,ShopsWholeFoods,HouseholdIncome,HouseholdTotal,HealthHelpValueSegment,Customer_long,Customer_lat,Units_Purchased_Sum,Dollars_Purchased_Sum,Wegmans_Brand,Kosher,Organic,Store_lat,Store_long
10378,0,5,3,0,-77.39,43.06,539,2358.03,272,11,37,43.07076,-77.44436
10379,0,3,2,1,-76.06,43.02,436,2022.78,86,6,7,43.03306,-76.05325
10381,0,0,4,not reported,,,96,454.19,43,1,12,35.828457,-78.850097
10382,0,4,4,1,-77.4,43.08,24,129.02,108,6,7,40.698952,-73.979044
10383,0,2,1,1,-77.55,43.14,39,219.2,95,4,9,43.12915,-77.4453
10384,0,3,5,2,-77.06,41.81,60,366.34,83,3,9,42.1455,-77.0626
10385,0,3,4,2,-78.8,42.97,1144,3973.17,145,10,7,42.98973,-78.816
10386,0,4,3,2,-76.33,43.07,943,2715.57,80,3,15,43.13316,-76.2232
10387,0,2,2,1,,,12,48.45,8,0,0,42.87541,-77.25408
10388,0,0,2,1,-77.48,43.09,244,857.41,75,4,5,43.1019,-77.4825
10389,0,3,1,1,-78.83,43,588,2254.1,78,3,2,42.98973,-78.816
10390,0,4,3,2,-74.44,40.86,83,414.49,40,2,2,40.838,-74.437
10392,0,5,3,3,-77.17,39.19,535,1392.38,94,9,9,39.20017,-77.2547
10393,0,4,6,3,-77.88,40.76,1217,4448.68,166,7,34,40.8118,-77.90818
10394,0,5,2,1,-77.92,43.2,462,2296.28,88,5,9,43.20058,-77.94611
10395,1,4,2,3,-78.72,42.91,211,1068.49,164,4,38,42.977,-78.7378
10396,0,0,2,3,-77.55,43.16,158,730.92,132,7,64,43.19323,-77.5043
10397,0,0,3,1,-76.45,42.36,775,2517.8,158,7,17,42.4353,-76.5107
10398,0,5,2,3,-78.53,43.19,29,155.13,125,4,75,43.0949,-78.9704
10399,0,3,3,3,-77.68,43.24,1189,3757.58,121,5,13,43.2525,-77.6985
10400,0,0,2,2,-74.04,40.96,744,1742.52,120,7,7,41.049652,-74.060513
10401,0,0,1,1,-78.85,42.73,387,1366.11,55,2,6,42.783316,-78.812274
10402,0,0,1,not reported,-77.49,43.05,2,17.98,74,0,29,43.07076,-77.44436
10403,0,6,4,3,-78.72,43.02,229,1166.8,144,8,36,42.977,-78.7378
10404,0,4,5,1,-77.56,43.09,1618,6188.77,272,14,32,43.1061,-77.54366
10405,0,6,3,3,-76.12,36.91,768,5063.48,112,3,27,36.842046,-76.140387
10406,0,0,1,1,-76.86,39.19,499,2209.52,123,8,22,39.1856,-76.8215
10407,0,2,3,2,-76.78,42.07,139,664.14,32,1,0,42.10563,-76.80983
10408,0,6,2,3,-77.47,38.85,1041,4530.06,134,11,17,38.87791,-77.44355
10409,0,3,2,2,-76.06,43.1,399,1766.33,80,3,3,43.0687,-76.0877
10411,0,0,1,2,-77.11,38.87,260,712.45,70,0,8,38.85101,-77.34734
10412,0,2,1,2,-77.31,42.88,414,1126.48,85,5,1,42.87541,-77.25408
10413,0,3,2,2,-76.56,42.92,1037,2668.51,146,6,21,42.9314,-76.5654
10414,0,2,1,1,-76.33,40.02,49,157.64,33,2,4,40.061247,-76.340245
10415,0,0,4,1,-71.27,42.47,1410,5817.28,145,5,15,42.4869,-71.2257
10416,0,3,5,2,-77.72,43.21,1,2.29,229,8,22,43.20747,-77.6015
10417,0,3,2,3,-77.9,40.72,603,1889.51,96,2,23,40.8118,-77.90818
10418,0,4,3,1,-74.21,40.58,521,2023.45,173,6,10,40.57372,-74.67051
10419,0,4,4,not reported,-77.77,43.26,1226,4407.36,217,10,8,43.20785,-77.70403
10420,0,4,2,3,-76.2,43.11,21,127.75,136,5,20,43.03306,-76.05325
10421,0,0,2,2,-75.96,42.99,1438,5310.35,169,12,28,43.03306,-76.05325
10422,0,4,4,2,-75.32,40.42,2,55,13,0,0,40.239108,-74.03991
10423,0,3,4,3,-78.73,42.87,1165,3968.14,211,12,29,42.883,-78.7002
10424,0,0,4,not reported,-74.8,40.21,1037,4200.11,114,8,31,40.3074,-74.67511
10425,1,0,2,1,-74.42,40.74,288,1330.13,49,2,8,40.239108,-74.03991
10426,0,0,2,3,-77.51,43.1,10,65.21,3,0,0,43.03306,-76.05325
10427,0,0,2,2,-78.68,42.83,149,569.6,43,0,1,42.883,-78.7002
10428,0,2,1,3,-77.7,43.17,6,55.26,4,0,0,43.16385,-77.6884
10430,0,3,1,2,-77.16,38.74,50,75.68,31,0,2,38.74177,-77.16276
10431,0,0,2,1,-76.56,42.94,971,3903.31,170,6,12,42.9314,-76.5654
10432,0,6,1,3,-74.7,40.54,189,883.68,53,1,17,40.57372,-74.67051
10433,0,0,1,3,-77.53,43.14,218,838.28,75,3,11,43.14619,-77.55622
10434,1,3,1,3,-78.65,42.89,66,302.34,76,1,46,42.883,-78.7002
10435,0,3,4,0,-76.02,42.1,619,2288.03,102,5,10,42.1232,-75.974
10436,0,4,2,1,-77.08,38.86,353,1675.47,60,5,7,38.85101,-77.34734
10437,0,0,2,1,-75.93,43.09,545,2089.8,146,7,13,43.03306,-76.05325
10438,1,0,2,3,-75.15,39.69,30,106.76,26,2,12,39.92248,-75.03552
10439,0,5,3,not reported,,,102,488.35,50,1,4,41.2356,-75.8624
10440,0,5,4,not reported,-77.41,39.41,1829,7344.87,188,15,43,39.44611,-77.39997
10441,0,0,1,3,-75.65,40.53,12,46.62,7,2,0,40.5915,-75.5411
10442,0,0,2,not reported,-77.4,38.96,358,1258.83,111,6,4,38.87791,-77.44355
10443,0,4,5,not reported,-78.76,42.83,548,2025.21,218,10,69,42.883,-78.7002
10444,0,4,3,2,-77.09,43.06,489,1501.5,191,10,20,43.0452,-77.1139
10445,0,0,6,2,-77.73,43.28,311,1090.97,64,2,7,43.22629,-77.66106
10446,0,3,2,not reported,-74.64,40.57,350,1759.89,97,1,15,40.838,-74.437
10447,0,0,3,not reported,-77.23,39.83,510,2064.62,120,7,43,40.2535,-77.0123
10448,0,0,1,1,-77.62,43.11,109,382.26,91,6,9,43.1061,-77.54366
10449,1,0,2,3,-78.53,38.01,25,85.46,15,1,11,38.009,-78.50025
10450,1,4,3,2,-71.4,42.29,145,818.69,48,0,11,42.301849,-71.385773
10451,1,6,4,not reported,-77.31,38.92,257,1084.2,75,8,13,38.85101,-77.34734
10452,0,4,4,3,-77.8,43.12,20,77.99,218,5,40,43.06729,-77.61175
10453,0,3,2,2,-77.72,42.81,113,625.81,125,5,11,43.06729,-77.61175
10454,0,5,3,3,-77.45,39.42,151,591.24,60,2,25,39.44611,-77.39997
10456,0,4,2,1,-78.77,42.95,433,1967.8,143,5,25,42.977,-78.7378
10457,0,3,1,not reported,-77.68,43.14,1,10,21,2,0,42.87541,-77.25408
10458,0,3,2,3,-76.55,39.66,520,2665.73,85,1,51,39.4967,-76.656
10459,0,0,1,not reported,-76.63,39.3,25,74.47,101,7,10,39.1856,-76.8215
10460,0,3,4,1,-77.44,38.81,803,2895.3,148,15,12,39.00691,-77.44081
10461,0,0,2,3,-75.06,40.12,1123,4342.02,183,9,35,40.237513,-75.246354
10462,0,5,2,2,-75.67,40.03,727,1923.96,106,7,2,40.01648,-75.6786
10464,0,0,3,3,-78.62,42.85,2,0,4,0,1,42.92117,-78.7378
10465,0,3,1,1,-77.57,43.09,467,2061.59,96,7,7,43.1061,-77.54366
10466,1,0,2,1,-78.84,42.98,262,1064.81,84,2,17,42.98973,-78.816
10467,0,6,4,not reported,-76.32,39.47,648,2583.42,110,9,11,39.46635,-76.3084
10468,0,0,1,2,-76.23,43.12,18,180.54,66,3,7,43.0472,-76.2262
10469,1,3,3,3,-78.7,35.86,744,2421.5,173,5,24,35.821138,-78.621264
10470,0,3,2,3,-77.69,40.92,348,1157.98,70,4,7,40.8118,-77.90818
10471,0,3,2,2,-75.86,42.09,704,2974.53,82,4,11,42.1232,-75.974
10472,0,0,2,2,-78.59,42.91,389,1274.24,136,8,11,43.0389,-78.8216
10473,1,4,2,1,-75.52,40.04,921,3259.97,212,10,46,40.047991,-75.5222
10474,0,3,3,1,-74.34,40.46,505,1959.79,93,6,6,40.5488,-74.2968
10475,0,3,1,1,-76.6,39.46,377,1480.57,97,2,10,39.4967,-76.656
10476,0,6,2,3,,,48,206.65,146,12,25,42.98973,-78.816
10477,0,4,2,3,-76.06,43.03,948,3271.58,171,6,53,43.03306,-76.05325
10478,0,3,2,3,-77.05,42.43,452,1449.97,79,8,30,42.4353,-76.5107
10480,0,0,1,1,-71.36,41.49,174,828.67,56,2,12,42.29133,-71.67102
10481,0,0,2,2,-75.99,42.07,620,2861.72,115,7,12,42.1232,-75.974
10482,0,4,1,3,-77.47,38.3,461,2630.02,128,8,30,38.31317,-77.50863
10483,0,0,2,1,-77.29,42.81,180,674.02,54,1,3,42.87541,-77.25408
10484,0,0,1,3,-77.45,38.84,301,1362.88,50,2,14,38.87791,-77.44355
10485,0,0,2,3,-76.24,36.82,384,1643.88,84,4,7,36.842046,-76.140387
10486,0,0,2,2,-77.73,43.23,570,1470.92,135,7,7,43.2525,-77.6985
10487,1,3,3,not reported,-76.61,39.96,78,248.84,37,1,10,40.061247,-76.340245
10488,0,0,2,1,-76.49,40.03,56,185.47,29,0,4,40.061247,-76.340245
10490,0,2,2,3,-75.98,43,317,1251.59,52,4,6,43.03306,-76.05325
10491,0,6,3,3,-76.33,43.05,671,3065.24,139,6,41,43.0472,-76.2262
10492,0,0,2,3,-77.14,42.95,69,256.33,96,2,18,43.0452,-77.1139
10493,0,0,1,3,-77.45,43.07,912,3588.86,85,3,25,43.07076,-77.44436
10494,0,4,4,2,-77.66,42.33,132,524.27,129,3,7,43.12255,-76.16932
10495,1,0,4,3,-74.08,40.25,1174,4256.76,106,6,79,40.239108,-74.03991
10496,0,0,1,3,-75.5,40.59,581,2049.54,38,1,3,40.5915,-75.5411
10497,0,0,4,1,-77.64,43.24,1200,5270.83,130,3,9,43.22629,-77.66106
10498,0,0,2,3,-77.44,43.25,96,223.76,39,3,2,43.2138,-77.44491
10499,0,2,1,1,-78.88,42.9,133,613.9,45,2,6,42.9387,-78.8829
10500,0,1,2,2,-77.57,43.19,52,186.05,95,3,3,43.19323,-77.5043
10501,0,5,3,3,-75.21,40.15,219,1103.22,25,1,13,40.237513,-75.246354
10502,0,5,2,3,-77.39,39.45,958,4013.2,39,2,14,39.44611,-77.39997
10503,0,0,2,not reported,-77.23,38.87,622,3069.4,114,4,26,38.85101,-77.34734
10504,0,2,1,1,-76.99,40.17,266,1252.88,68,3,2,40.2535,-77.0123
10505,0,0,4,2,-75.11,40.17,917,3430.08,185,9,22,40.2303,-75.1319
10506,0,3,3,3,-76.53,42.91,2144,7191.32,166,8,53,42.9314,-76.5654
10507,1,0,6,1,-78.61,35.87,1626,6550.2,167,9,23,35.821138,-78.621264
10508,1,6,2,3,-71.33,42.27,6,51.09,51,7,5,42.29133,-71.67102
10509,0,6,2,3,-75.53,40.58,1192,5021.54,168,8,76,40.5915,-75.5411
10510,0,0,3,3,,,784,3907.09,121,2,35,39.00691,-77.44081
10511,0,3,2,not reported,-78.53,35.91,301,1169.34,145,6,21,35.821138,-78.621264
10512,0,0,1,1,-78.76,42.88,479,1881.53,67,1,11,42.883,-78.7002
10513,0,0,2,1,-78.75,43.02,655,2155.81,114,5,14,42.9946,-78.700012
10514,0,1,3,2,-76.3,43.18,628,1939.8,118,7,6,43.188,-76.23777
10515,0,0,2,1,-76.92,40.44,913,3233.88,155,5,18,40.2535,-77.0123
10516,0,0,2,1,-76.53,39.93,823,3297.2,131,3,22,40.061247,-76.340245
10518,0,0,2,2,-75.62,41.45,21,147.93,5,0,0,41.4755,-75.63376
10519,0,5,3,1,-76.23,43.13,1114,3508.37,196,14,33,43.13316,-76.2232
10520,0,3,2,2,,,99,341.62,44,3,0,42.87541,-77.25408
10521,0,3,3,3,-78.76,43.02,36,156.68,40,0,13,43.0389,-78.8216
10522,0,3,4,1,-78.79,42.94,214,904.38,161,9,20,42.98973,-78.816
10523,0,5,2,not reported,-71.04,42.39,84,442.46,78,5,3,42.4869,-71.2257
10524,0,2,2,3,-77.29,43.15,1147,3672.05,148,6,18,43.2138,-77.44491
10525,1,6,4,3,-75.53,40.55,138,461.09,33,1,26,40.5915,-75.5411
10526,0,2,1,1,-77.58,43.15,109,752.04,129,1,23,43.1061,-77.54366
10527,0,3,2,2,-77.75,43.11,743,2748.47,144,11,14,43.06729,-77.61175
10528,0,0,2,1,-76.05,42.11,36,170.41,14,0,2,42.1232,-75.974
10529,0,4,3,not reported,-77.3,38.99,42,180.52,117,1,27,38.925077,-77.210908
10530,0,3,2,not reported,-75.14,39.95,1108,3349.47,191,13,41,39.92248,-75.03552
10531,0,4,2,2,-75.66,39.86,90,506.3,42,2,4,39.868387,-75.541097
10532,0,5,4,3,-77.51,43.08,29,179.76,199,10,33,43.14619,-77.55622
10533,0,6,2,not reported,-74.3,40.28,976,6257.83,116,4,45,40.28995,-74.29835
10534,0,4,2,2,-77.44,38.84,1078,4704.9,205,8,17,38.87791,-77.44355
10535,0,0,1,2,-77.68,43.25,393,1443.9,82,1,8,43.2525,-77.6985
10536,0,3,2,1,-78.88,42.9,1024,3998.07,131,10,15,42.9387,-78.8829
10537,0,0,1,3,-79.5,42.25,359,1391.28,107,3,76,42.09373,-79.29009
10538,0,0,1,not reported,-77.34,38.85,69,445.54,84,2,11,38.009,-78.50025
10539,0,5,2,3,-74.5,40.78,449,1468.94,111,6,24,40.838,-74.437
10540,0,3,2,1,-78.76,42.94,951,3857.25,132,5,8,42.92117,-78.7378
10541,0,6,5,not reported,-75.63,40.56,42,218.44,19,1,1,40.5915,-75.5411
10542,0,0,2,3,-77.3,37.61,382,2131.4,65,1,74,37.66305751,-77.63599813
10543,0,3,1,not reported,-74.6,40.37,33,135.22,20,3,5,40.3074,-74.67511
10544,0,2,4,3,-77.6,43.25,676,2112.67,122,12,13,43.20747,-77.6015
10545,0,6,3,3,-77.42,43.21,92,437.08,137,4,21,43.2049,-77.55866
10546,0,0,2,3,-70.94,42.16,129,345.9,39,3,3,42.205051,-71.152857
10547,0,3,2,1,-76.21,42.97,205,684.37,49,1,1,43.03226,-76.19046
10548,0,0,1,3,-78.48,38.01,328,1043.3,80,3,35,38.009,-78.50025
10550,1,3,2,3,-73.99,40.67,214,887.48,77,1,24,40.698952,-73.979044
10551,0,0,2,3,-77.46,43.23,1183,4167.88,177,8,27,43.2138,-77.44491
10552,0,0,1,2,-75.18,40.87,63,200.14,18,2,1,40.71403,-75.28702
10553,0,0,3,3,-74.25,40.28,565,2325.79,141,8,47,40.28995,-74.29835
10554,0,4,2,1,-78.81,42.84,305,706.68,131,9,16,42.83515,-78.78386
10555,0,5,5,2,-71.74,42.25,719,2443.1,98,7,6,42.29133,-71.67102
10556,0,5,2,not reported,-71.04,42.24,233,940.13,64,4,3,42.205051,-71.152857
10557,0,4,1,1,-76.69,39.23,289,1532.58,117,0,21,39.1856,-76.8215
10558,0,3,2,1,-78.72,42.87,315,1429.08,108,4,11,42.883,-78.7002
10559,1,0,3,not reported,-76.95,39.24,809,2849.96,91,3,16,39.1856,-76.8215
10560,0,3,4,3,-77.39,39.43,187,925.17,50,3,10,39.44611,-77.39997
10561,0,3,2,not reported,-76.89,42.85,52,270.71,109,5,11,42.8594,-76.99619
10563,0,5,3,3,-77.38,39.45,1633,7747.64,207,11,60,39.44611,-77.39997
10564,0,0,5,not reported,-77.12,41.21,1738,6334.25,209,9,15,41.23758,-77.0054
10565,0,3,4,3,-74.23,40.31,114,566.49,43,0,5,40.28995,-74.29835
10567,0,4,2,3,-77.28,42.82,883,3786.01,167,4,68,42.87541,-77.25408
10568,0,3,2,2,-75.52,40.3,35,123.33,15,2,1,40.1647,-75.4817
10569,0,6,6,not reported,-77.26,38.95,200,1071.16,59,2,10,38.925077,-77.210908
10570,1,0,4,1,-75.4,40.03,14,54.89,106,8,16,43.22629,-77.66106
10571,0,2,5,2,-76.06,43.19,1163,4474.88,226,7,28,43.1557,-76.119
10572,0,4,2,3,-76.01,42.13,119,383.88,23,2,3,42.1232,-75.974
10573,0,3,2,not reported,-76.24,43.04,244,807.91,72,5,7,43.0472,-76.2262
10574,0,5,5,0,-76.01,43,237,1039.58,67,3,12,43.03306,-76.05325
10575,0,3,2,not reported,-77.57,38.2,426,1754.19,106,6,25,38.31317,-77.50863
10576,0,0,2,3,-77.26,39.15,237,622.91,59,3,4,39.20017,-77.2547
10577,0,3,1,2,-76.11,42.79,207,883.85,60,6,6,43.03306,-76.05325
10578,1,3,1,3,-78.77,42.88,364,1546.65,117,10,21,42.92117,-78.7378
10579,1,4,3,3,-76.75,38.84,254,1155.83,45,2,40,38.9209,-76.8501
10580,0,0,1,2,-76.18,43.12,50,127.21,82,2,5,43.12255,-76.16932
10581,0,5,2,1,-77.4,38.85,496,1553.6,112,3,7,38.87791,-77.44355
10582,0,0,4,2,-71.16,42.21,723,2848.37,139,6,23,42.205051,-71.152857
10583,0,0,3,3,-77.53,43.06,56,300.14,185,12,54,43.06729,-77.61175
10584,0,2,1,3,-76.73,39.37,173,301.76,56,2,8,39.413218,-76.774252
10585,0,6,2,3,-76.12,43.06,194,879.42,167,5,24,43.03306,-76.05325
10586,0,3,2,2,-77.33,38.64,359,1125.4,69,4,5,38.63084,-77.288841
10587,0,3,8,2,-77.72,43.28,389,1407.08,94,3,5,43.2525,-77.6985
10588,0,4,2,1,-77.51,37.66,270,875.78,42,1,3,37.66305751,-77.63599813
10589,0,5,2,2,-78.78,42.98,818,3210.96,107,4,11,42.98973,-78.816
10590,0,4,2,3,-78.81,42.72,811,3400.47,56,0,28,42.783316,-78.812274
10591,1,2,2,3,-78.86,43.02,254,1008.84,79,0,10,43.0389,-78.8216
10592,0,0,5,2,-77.26,39.2,1572,5558.15,182,7,13,39.20017,-77.2547
10593,0,3,1,2,-77.61,43.1,41,172.07,50,0,7,43.1061,-77.54366
10594,0,3,2,2,-71.09,42.42,14,5.48,11,1,1,42.40669,-71.091868
10596,0,3,1,1,-77.51,43.07,2,7,66,5,3,43.08358,-77.62748
10597,0,0,4,2,-77.21,42.83,39,134.17,11,0,0,42.87541,-77.25408
10598,0,0,1,2,-77.42,42.97,502,1814.42,41,2,1,43.07076,-77.44436
10599,0,3,4,3,-74.98,39.96,483,2113.85,132,4,15,39.96771,-74.91507
10600,0,6,6,not reported,-76.61,39.56,2175,9536.77,247,4,99,39.4967,-76.656
10601,0,not reported,2.630034809,not reported,-75.53,40.22,100,444.97,39,1,3,40.1647,-75.4817
10602,0,0,2,1,-71.07,42.43,29,124.58,13,1,3,42.40669,-71.091868
10603,0,4,2,2,-77.43,43.23,246,1037.26,47,3,5,43.2138,-77.44491
10604,0,2,2,2,-76.11,43.07,39,149.14,25,3,4,43.12255,-76.16932
10605,0,4,3,not reported,-77.21,39.11,347,1819.47,63,3,8,39.20017,-77.2547
10606,0,3,4,3,-75.22,40.67,71,214.05,22,0,2,40.71403,-75.28702
10607,0,0,2,3,-76.31,39.48,433,1272.73,103,1,24,39.46635,-76.3084
10610,1,6,3,3,-71.62,42.25,222,818.62,21,0,12,42.29133,-71.67102
10611,0,0,2,1,-78.7,42.81,168,514.01,49,0,5,42.883,-78.7002
10612,0,3,3,2,-75.59,40.29,975,4592.23,163,7,18,40.1647,-75.4817
10613,0,0,2,3,-77.57,43.14,211,1090.48,132,11,24,43.1061,-77.54366
10614,0,3,4,not reported,-78.86,42.9,896,3288.85,96,3,33,42.9387,-78.8829
10615,0,0,4,3,-77.45,38.81,1445,6173.34,236,13,46,38.85101,-77.34734
10616,0,3,2,1,-78.68,42.85,172,689.73,41,1,3,42.883,-78.7002
10617,0,4,2,2,-76.11,43.06,538,1662.64,48,3,5,43.03306,-76.05325
10618,0,3,2,1,-77.59,43.07,1130,4123.75,191,9,17,43.06729,-77.61175
10619,1,0,4,not reported,-78.75,35.65,46,289.47,45,1,6,35.821138,-78.621264
10620,0,3,2,not reported,-77.44,37.52,34,174.6,16,1,2,38.009,-78.50025
10621,0,3,1,2,-77.55,43.15,780,2862.58,178,11,14,43.14619,-77.55622
10622,0,0,8,not reported,-76.63,39.97,1875,7149.4,191,7,22,40.061247,-76.340245
10623,0,4,2,1,-77.27,39.15,89,322.61,49,3,2,39.20017,-77.2547
10624,0,4,3,1,-76.45,42.36,114,425.03,149,7,18,43.1031,-77.7458
10625,0,0,2,2,-78.71,42.96,417,1500,73,4,1,42.977,-78.7378
10626,0,3,3,3,-76.13,43.12,89,462.01,31,1,0,43.12255,-76.16932
10627,0,0,2,3,-76.68,39.63,234,1237.75,66,3,8,39.4967,-76.656
10628,1,3,7,3,-75.66,40.17,1032,3955.62,160,7,49,40.1647,-75.4817
10629,0,2,3,2,-79.02,42.66,9,46.11,4,0,0,42.783316,-78.812274
10630,0,5,2,1,-75.47,40.06,362,1338.06,81,3,7,40.047991,-75.5222
10631,0,6,1,1,-77.5,38.78,556,3552.27,38,0,7,38.7842,-77.6524
10632,0,4,2,3,-78.04,40.6,372,1487.54,97,7,26,40.8118,-77.90818
10633,0,0,2,2,,,33,110.15,14,0,8,37.502222,-77.624963
10634,0,5,4,not reported,-77.43,43.23,12,47.6,226,9,13,43.12915,-77.4453
10636,0,0,1,1,-77.49,43.2,299,1202.33,99,2,14,43.19323,-77.5043
10637,0,0,2,3,-77.42,43.26,50,213.57,125,2,25,43.12915,-77.4453
10638,0,0,5,1,-77.82,40.79,883,3434.39,151,2,26,40.8118,-77.90818
10639,0,4,2,not reported,-77.11,38.73,560,2056.08,151,6,27,38.74177,-77.16276
10640,0,0,1,2,-75.96,42.1,268,686.29,50,1,4,42.1232,-75.974
10641,0,3,2,3,-76.71,40.24,85,535.64,35,0,18,40.2535,-77.0123
10642,0,0,4,2,-78.79,42.74,266,980.31,64,6,7,42.783316,-78.812274
10643,0,0,2,3,-73.97,40.64,185,732.06,70,2,23,40.698952,-73.979044
10644,0,0,2,2,-78.79,42.84,460,2042.34,101,5,7,42.83515,-78.78386
10646,0,4,2,1,-77.7,43.11,77,725.41,42,4,1,43.1031,-77.7458
10647,0,6,2,1,-75.92,42.03,2464,13431.91,179,4,18,42.1232,-75.974
10648,0,2,1,2,-77.65,43.2,145,269.25,56,3,2,43.2138,-77.44491
10649,0,3,3,3,-78.87,42.73,272,882.15,94,4,17,42.783316,-78.812274
10650,0,6,5,not reported,-73.96,40.68,491,2414.52,154,16,39,40.698952,-73.979044
10651,0,4,4,3,-78.75,42.96,1275,5094.87,245,12,62,42.977,-78.7378
10652,1,0,4,3,-74.05,41.01,514,2069.75,30,0,18,41.049652,-74.060513
10653,0,4,3,1,-76.83,42.17,869,2755.87,158,9,9,42.10563,-76.80983
10654,0,5,2,not reported,-78.94,35.94,274,819.99,77,2,19,35.945277,-79.008678
10655,0,3,2,not reported,-75.47,40.64,172,583.11,44,0,8,40.66536,-75.3883
10656,0,5,2,3,-77.23,38.71,135,524.94,40,0,5,38.74177,-77.16276
10657,0,4,1,3,-77.29,38.84,747,2208.08,119,4,25,38.85101,-77.34734
10658,0,2,2,2,-77.7,43.17,44,90.75,22,0,1,43.16385,-77.6884
10659,0,6,3,1,-77.52,38.44,45,192.01,14,0,1,38.31317,-77.50863
10660,0,4,2,1,-76.8,39.39,765,3330.07,132,2,23,39.413218,-76.774252
10661,0,6,4,1,-77.45,38.29,955,4646.62,152,7,27,38.31317,-77.50863
10662,0,2,2,not reported,-75.96,42.09,134,636.7,21,0,12,42.1232,-75.974
10663,0,2,1,3,-77.45,43.14,212,932.33,59,2,13,43.12915,-77.4453
10664,0,2,1,1,-77.47,43.06,58,148.21,122,8,39,43.07076,-77.44436
10665,1,3,1,not reported,-71.11,42.34,36,168.85,18,2,1,42.319621,-71.175656
10666,0,not reported,2.630034809,not reported,-76.13,43.08,246,973.49,84,1,14,43.0687,-76.0877
10667,1,6,2,1,-78.87,42.92,418,1831.78,95,3,19,42.9387,-78.8829
10668,0,2,1,1,-77.53,43.13,152,494.54,42,8,3,43.1061,-77.54366
10669,0,0,2,3,-74.81,39.96,1457,4433.09,210,10,21,39.96771,-74.91507
10670,0,0,3,3,-74.34,40.31,388,1574.57,86,11,15,40.28995,-74.29835
10672,0,4,7,1,-77.63,37.48,989,3599.45,135,11,8,37.502222,-77.624963
10673,0,6,3,3,-77.89,40.76,853,3742.91,89,3,37,40.8118,-77.90818
10674,0,0,1,1,-78.92,42.73,246,629.2,79,3,10,42.783316,-78.812274
10675,0,5,4,2,-78.81,42.81,1616,5920.49,229,13,43,42.783316,-78.812274
10676,0,not reported,2.630034809,not reported,-77.56,37.48,776,2881.26,152,6,28,37.502222,-77.624963
10677,0,0,2,not reported,-76.25,43.13,320,989.23,77,5,23,43.188,-76.23777
10678,0,5,2,1,-77.15,38.76,1009,4155.29,109,4,5,38.74177,-77.16276
10679,0,6,2,1,-77.55,39.15,227,800.17,83,2,12,39.0891,-77.5228
10680,0,5,2,3,-76.98,39.12,106,416.7,60,3,4,39.1856,-76.8215
10681,0,3,2,not reported,-73.71,40.96,844,2895.69,169,6,25,41.020969,-73.718156
10682,1,0,2,2,-71.06,42.47,14,102.3,5,0,0,42.40669,-71.091868
10683,0,3,1,1,-77.62,43.22,271,994.13,91,1,9,43.22629,-77.66106
10684,0,5,2,not reported,-73.68,41,102,464.91,28,2,6,41.020969,-73.718156
10685,0,6,4,1,-77.56,43.14,330,1564.73,254,13,42,43.1061,-77.54366
10686,0,0,7,2,-77.8,43.09,34,109.32,202,7,6,43.14619,-77.55622
10687,0,4,5,3,-76.88,39,152,593.89,46,6,4,38.9209,-76.8501
10688,1,3,1,3,-74.35,40.25,403,1674.82,111,2,28,40.57372,-74.67051
10689,0,6,4,not reported,-75.98,42.99,904,3618.05,108,3,18,43.03306,-76.05325
10690,0,3,2,2,-77.41,43.19,490,1640.91,100,5,15,43.2138,-77.44491
10691,0,0,2,2,-77.46,43.18,41,173.17,132,6,9,43.19323,-77.5043
10692,1,0,2,3,-76.8,39.19,437,1767.78,40,5,38,39.1856,-76.8215
10693,0,0,2,3,-77.06,39.16,978,3168.04,123,4,13,39.20017,-77.2547
10694,0,2,2,2,-78.88,42.9,1106,4600.98,117,8,6,42.9387,-78.8829
10695,0,3,3,2,-76.13,43.13,41,120.42,75,5,3,43.13316,-76.2232
10696,0,4,2,2,-74.31,40.29,157,522.56,37,2,2,40.28995,-74.29835
10697,0,4,5,3,-74.14,40.55,228,922.2,86,1,5,40.5488,-74.2968
10699,0,3,1,2,-76.18,43.03,9,40.57,83,4,10,43.0687,-76.0877
10700,0,3,2,2,-77.34,38.85,299,1100.35,59,3,4,38.85101,-77.34734
10701,0,3,1,3,-75.12,40.31,284,830.44,83,1,6,40.2303,-75.1319
10702,0,3,2,0,-76.24,43.04,15,57.77,18,1,1,43.03226,-76.19046
10703,0,3,2,1,-77.32,43.12,325,953.75,84,5,7,42.87541,-77.25408
10704,0,4,6,1,-78.83,43.07,1529,6075.93,246,10,28,43.0389,-78.8216
10705,0,5,4,2,-74.3,40.53,1006,3734.01,140,6,16,40.5488,-74.2968
10706,0,0,2,1,-77.55,43.12,320,1067.54,141,20,15,43.06729,-77.61175
10707,0,3,2,2,-76.81,42.1,358,1253.36,75,2,9,42.10563,-76.80983
10708,0,0,2,2,-78.73,42.91,436,1867.4,89,4,20,42.92117,-78.7378
10709,1,6,2,not reported,-77.13,38.92,19,97.05,9,0,1,38.925077,-77.210908
10710,0,0,2,2,-76.25,43.1,17,46.04,41,3,3,43.13316,-76.2232
10711,0,5,2,3,-76.23,43.01,600,2515.87,117,4,24,43.03226,-76.19046
10712,0,0,2,1,-78.04,43.09,889,3726.1,123,6,5,43.1031,-77.7458
10713,1,0,2,3,-75.57,40.57,540,1910.19,62,2,10,40.5915,-75.5411
